TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2016,4,22,13.0,20.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,4,28,14.0,8.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,4,14.0,48.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,8,19.0,48.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,12,12.0,37.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,10,21,20.0,0.0,13XX CARDERO ST,West End,489766.69,5459025.41
Other Theft,2016,5,16,13.0,32.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,18,13.0,45.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,20,12.0,11.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,1,11,8.0,9.0,13XX CARDERO ST,West End,489761.14,5459006.36
Theft from Vehicle,2016,4,13,18.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Other Theft,2016,3,17,21.0,1.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Other Theft,2016,5,23,11.0,0.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,23,20.0,3.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft of Bicycle,2016,9,4,23.0,0.0,6XX W 71ST AVE,Marpole,491222.59,5450512.83
Other Theft,2016,3,17,8.0,47.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Theft of Bicycle,2016,4,13,23.0,0.0,6XX W 7TH AVE,Fairview,491380.57,5456930.51
Theft from Vehicle,2016,4,12,10.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft from Vehicle,2016,5,17,17.0,0.0,13XX BUTE ST,West End,490220.37,5458703.6
Theft from Vehicle,2016,4,11,23.0,1.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Mischief,2016,6,5,22.0,45.0,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.89,5456515.51
Theft from Vehicle,2016,5,16,21.0,45.0,13XX BUTE ST,West End,490220.37,5458703.6
Theft of Bicycle,2016,5,1,4.0,7.0,6XX W 7TH AVE,Fairview,491402.7,5456929.76
Theft from Vehicle,2016,5,7,21.0,0.0,13XX BUTE ST,West End,490220.37,5458703.6
Theft from Vehicle,2016,4,9,20.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft from Vehicle,2016,3,18,0.0,0.0,13XX BUTE ST,West End,490220.37,5458703.6
Other Theft,2016,5,24,11.0,30.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,28,2.0,20.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,5,31,13.0,53.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,6,2,11.0,59.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,6,6,15.0,3.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,6,8,10.0,32.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,4,6,19.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Other Theft,2016,6,9,15.0,29.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Mischief,2016,9,27,20.0,39.0,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.52,5456492.52
Other Theft,2016,6,9,18.0,13.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,6,18,19.0,10.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,1,16,18.0,30.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft of Bicycle,2016,4,4,2.0,13.0,6XX W BROADWAY AVE,Fairview,491440.84,5456723.07
Other Theft,2016,6,18,19.0,59.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,6,21,12.0,21.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,1,11,20.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft of Bicycle,2016,9,23,3.0,31.0,6XX W BROADWAY AVE,Fairview,491441.12,5456732.21
Theft of Bicycle,2016,11,25,10.0,0.0,6XX W BROADWAY AVE,Fairview,491441.12,5456732.21
Other Theft,2016,6,26,17.0,30.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,6,27,10.0,18.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,7,16,14.0,47.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,7,19,13.0,6.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,7,23,11.0,10.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,1,6,17.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Other Theft,2016,8,2,18.0,0.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft of Bicycle,2016,8,13,5.0,10.0,6XX W CORDOVA ST,Central Business District,491858.86,5459181.3
Theft of Bicycle,2016,10,19,17.0,0.0,6XX W CORDOVA ST,Central Business District,491858.86,5459181.3
Other Theft,2016,8,6,15.0,51.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,8,14,15.0,27.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,8,22,13.0,3.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,8,27,19.0,33.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,8,28,14.0,13.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,9,5,13.0,18.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,9,5,17.0,26.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,9,8,13.0,31.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,9,9,13.0,40.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,3,14,17.0,4.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Other Theft,2016,10,5,13.0,33.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,10,8,13.0,15.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,10,10,11.0,30.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,11,2,15.0,13.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,11,6,16.0,5.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,11,13,9.0,51.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,11,20,14.0,34.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,11,24,20.0,45.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,11,30,20.0,30.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Other Theft,2016,12,6,16.0,6.0,3XX ABBOTT ST,Central Business District,492218.71,5458879.66
Theft from Vehicle,2016,8,30,5.0,50.0,13XX BURRARD ST,Central Business District,490410.33,5458289.38
Theft from Vehicle,2016,1,4,6.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft from Vehicle,2016,1,1,14.0,0.0,5XX HORNBY ST,Central Business District,491499.24,5459238.13
Theft from Vehicle,2016,2,2,14.0,0.0,13XX BURRARD ST,Central Business District,490410.33,5458289.38
Theft of Bicycle,2016,5,21,6.0,23.0,6XX W CORDOVA ST,Central Business District,491865.24,5459187.85
Theft of Bicycle,2016,5,21,12.0,0.0,6XX W CORDOVA ST,Central Business District,491865.24,5459187.85
Theft of Bicycle,2016,7,22,18.0,10.0,6XX W CORDOVA ST,Central Business District,491866.7,5459186.42
Other Theft,2016,3,8,17.0,38.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Theft from Vehicle,2016,12,9,10.0,23.0,5XX JACKSON AVE,Strathcona,493196.47,5458599.35
Theft from Vehicle,2016,2,2,13.0,0.0,13XX BURRARD ST,Central Business District,490410.33,5458289.38
Other Theft,2016,4,4,15.0,19.0,16XX DAVIE ST,West End,489856.51,5459237.89
Other Theft,2016,3,18,12.0,54.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,2,13,12.0,18.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Other Theft,2016,1,4,14.0,0.0,3XX E BROADWAY AVE,Mount Pleasant,492823.5,5456675.3
Other Theft,2016,4,13,20.0,5.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,6,18,20.0,36.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,7,4,14.0,39.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,7,18,13.0,25.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,8,1,15.0,52.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,9,12,15.0,11.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,9,30,17.0,32.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,1,9,14.0,50.0,6XX GRANVILLE ST,Central Business District,491516.63,5458980.6
Other Theft,2016,10,9,11.0,50.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Other Theft,2016,10,29,16.0,30.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Theft from Vehicle,2016,11,5,18.0,0.0,5XX KEEFER ST,Strathcona,493205.72,5458511.79
Other Theft,2016,12,13,16.0,20.0,3XX ABBOTT ST,Central Business District,492219.19,5458881.35
Theft from Vehicle,2016,9,27,8.0,0.0,13XX BURRARD ST,Central Business District,490409.46,5458288.51
Other Theft,2016,6,28,21.0,6.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Other Theft,2016,7,20,12.0,33.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Other Theft,2016,7,22,20.0,20.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Other Theft,2016,4,5,17.0,30.0,16XX DAVIE ST,West End,489856.51,5459237.89
Mischief,2016,7,5,14.0,0.0,25XX YUKON ST,Mount Pleasant,491790.71,5456701.65
Theft of Bicycle,2016,5,31,18.0,45.0,6XX W WATERFRONT RD,Central Business District,491861.6,5459361.82
Theft of Bicycle,2016,6,8,10.0,3.0,6XX W WATERFRONT RD,Central Business District,491861.6,5459361.82
Theft of Bicycle,2016,6,17,10.0,0.0,6XX W WATERFRONT RD,Central Business District,491861.6,5459361.82
Theft of Bicycle,2016,7,12,8.0,0.0,6XX W WATERFRONT RD,Central Business District,491861.6,5459361.82
Theft of Bicycle,2016,7,1,19.0,40.0,6XX W WATERFRONT RD,Central Business District,491906.85,5459333.61
Mischief,2016,7,9,11.0,8.0,25XX YORK AVE,Kitsilano,488115.43,5457695.0
Theft from Vehicle,2016,7,24,19.0,0.0,10XX W 70TH AVE,Marpole,490507.43,5450634.9
Theft from Vehicle,2016,9,24,12.0,58.0,13XX BURNABY ST,West End,490090.72,5458837.03
Theft from Vehicle,2016,6,19,15.0,11.0,13XX BURNABY ST,West End,490090.72,5458837.03
Theft of Bicycle,2016,5,25,17.0,57.0,71XX MAIN ST,Sunset,492579.52,5451891.82
Theft of Bicycle,2016,8,3,21.0,53.0,71XX MAPLE ST,Kerrisdale,488869.26,5452000.17
Other Theft,2016,4,6,15.0,16.0,16XX DAVIE ST,West End,489856.51,5459237.89
Theft of Bicycle,2016,8,30,13.0,25.0,72XX CAMBIE ST,Oakridge,491483.1,5451845.65
Theft of Bicycle,2016,5,19,20.0,0.0,72XX CAMBIE ST,Oakridge,491484.01,5451881.36
Theft of Bicycle,2016,7,27,12.0,0.0,72XX DUFF ST,Victoria-Fraserview,495298.96,5451768.74
Theft from Vehicle,2016,9,10,3.0,30.0,13XX BURNABY ST,West End,490085.19,5458855.08
Other Theft,2016,4,14,11.0,53.0,16XX DAVIE ST,West End,489856.51,5459237.89
Theft from Vehicle,2016,1,19,17.0,0.0,13XX BURNABY ST,West End,490065.73,5458873.86
Theft of Bicycle,2016,6,14,15.0,0.0,75XX FRASER ST,Sunset,493375.95,5451444.26
Theft of Bicycle,2016,11,9,7.0,30.0,75XX GRANVILLE ST,Marpole,489783.06,5451592.2
Theft of Bicycle,2016,6,3,19.0,0.0,74XX STANLEY PARK DR,Stanley Park,488654.26,5460992.64
Theft of Bicycle,2016,7,24,13.0,0.0,74XX STANLEY PARK DR,Stanley Park,488654.26,5460992.64
Theft of Bicycle,2016,8,12,11.0,0.0,74XX STANLEY PARK DR,Stanley Park,488654.26,5460992.64
Theft of Bicycle,2016,8,16,16.0,30.0,74XX STANLEY PARK DR,Stanley Park,488654.26,5460992.64
Theft of Bicycle,2016,8,20,16.0,0.0,74XX STANLEY PARK DR,Stanley Park,488654.26,5460992.64
Theft from Vehicle,2016,1,4,12.0,0.0,13XX BURNABY ST,West End,490047.3,5458891.65
Mischief,2016,7,10,13.0,30.0,25XX VENABLES ST,Hastings-Sunrise,496050.95,5458214.35
Theft of Bicycle,2016,2,10,10.0,0.0,7X ATHLETES WAY,Mount Pleasant,492299.7,5457641.84
Theft of Bicycle,2016,1,10,0.0,0.0,7X E 8TH AVE,Mount Pleasant,492473.44,5456785.09
Theft from Vehicle,2016,10,4,0.0,0.0,13XX BROUGHTON ST,West End,489932.23,5458835.74
Other Theft,2016,1,21,19.0,30.0,3XX E BROADWAY AVE,Mount Pleasant,492816.63,5456684.83
Theft from Vehicle,2016,2,5,13.0,51.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Other Theft,2016,6,12,13.0,30.0,3XX ABBOTT ST,Central Business District,492222.67,5458860.15
Theft from Vehicle,2016,2,24,11.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft of Bicycle,2016,9,24,20.0,0.0,7X W CORDOVA ST,Central Business District,492288.25,5458892.33
Other Theft,2016,1,31,19.0,20.0,3XX ABBOTT ST,Central Business District,492223.54,5458896.67
Theft from Vehicle,2016,9,5,21.0,0.0,13XX BEACH AVE,West End,489930.01,5458650.36
Theft from Vehicle,2016,9,5,18.0,0.0,13XX BEACH AVE,West End,489930.01,5458650.36
Theft from Vehicle,2016,2,29,0.0,45.0,13XX BEACH AVE,West End,489930.01,5458650.36
Theft of Bicycle,2016,8,4,19.0,0.0,7XX BEATTY ST,Central Business District,491731.72,5458335.4
Theft from Vehicle,2016,1,17,9.0,56.0,13XX BEACH AVE,West End,489930.01,5458650.36
Other Theft,2016,1,24,9.0,42.0,3XX ABBOTT ST,Central Business District,492226.76,5458908.01
Other Theft,2016,3,2,9.0,45.0,3XX ABBOTT ST,Central Business District,492226.76,5458908.01
Other Theft,2016,8,1,13.0,49.0,3XX ABBOTT ST,Central Business District,492226.76,5458908.01
Other Theft,2016,8,5,10.0,15.0,3XX ABBOTT ST,Central Business District,492236.09,5458907.4
Theft of Bicycle,2016,10,29,19.0,10.0,7XX BEATTY ST,Central Business District,491743.55,5458360.16
Theft from Vehicle,2016,3,6,18.0,0.0,13XX BEACH AVE,West End,489860.32,5458766.66
Theft from Vehicle,2016,1,25,21.0,0.0,13XX BEACH AVE,West End,489860.32,5458766.66
Theft from Vehicle,2016,2,9,12.0,0.0,13XX BARCLAY ST,West End,490491.53,5459216.8
Theft from Vehicle,2016,3,17,19.0,30.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Other Theft,2016,2,16,13.0,32.0,3XX BUTE ST,Central Business District,491115.55,5459614.44
Mischief,2016,9,28,20.0,0.0,25XX NANAIMO ST,Renfrew-Collingwood,495887.18,5456514.46
Other Theft,2016,8,7,8.0,53.0,3XX BUTE ST,Central Business District,491115.55,5459614.44
Other Theft,2016,8,10,18.0,50.0,3XX BUTE ST,Central Business District,491115.55,5459614.44
Theft of Bicycle,2016,9,19,11.0,15.0,7XX CAMBIE ST,Central Business District,491701.77,5458447.47
Theft from Vehicle,2016,4,13,18.0,20.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,8,19,22.0,15.0,13XX BARCLAY ST,West End,490450.52,5459269.5
Theft from Vehicle,2016,5,16,8.0,30.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Other Theft,2016,11,3,20.0,9.0,3XX BUTE ST,Central Business District,491115.55,5459614.44
Theft from Vehicle,2016,6,15,14.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,6,16,9.0,20.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,7,25,21.0,0.0,13XX BALFOUR AVE,Shaughnessy,490073.69,5455480.52
Mischief,2016,3,12,2.0,0.0,25XX KINGSWAY AVE,Renfrew-Collingwood,496191.77,5454043.54
Mischief,2016,3,12,2.0,0.0,25XX KINGSWAY AVE,Renfrew-Collingwood,496188.53,5454045.86
Theft from Vehicle,2016,6,21,15.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,6,23,10.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,12,10,17.0,0.0,13XX ARBUTUS ST,Kitsilano,488909.72,5457975.11
Theft from Vehicle,2016,9,8,19.0,0.0,13XX ARBUTUS ST,Kitsilano,488909.72,5457975.11
Theft from Vehicle,2016,9,13,12.0,0.0,13XX ARBUTUS ST,Kitsilano,488900.47,5457971.35
Theft from Vehicle,2016,8,15,12.0,30.0,13XX ARBUTUS ST,Kitsilano,488900.47,5457971.35
Theft of Bicycle,2016,8,2,19.0,0.0,7XX DRAKE ST,Central Business District,490642.7,5458226.43
Theft of Bicycle,2016,9,12,20.0,30.0,7XX DRAKE ST,Central Business District,490642.7,5458226.43
Theft from Vehicle,2016,6,18,0.0,1.0,13XX ALBERNI ST,West End,490722.2,5459451.33
Theft from Vehicle,2016,4,24,3.0,30.0,13XX ALBERNI ST,West End,490722.2,5459451.33
Other Theft,2016,9,9,21.0,45.0,3XX RICHARDS ST,Central Business District,491868.25,5459039.17
Mischief,2016,3,26,22.0,0.0,25XX KINGSWAY AVE,Renfrew-Collingwood,496094.9,5454122.76
Other Theft,2016,11,3,20.0,51.0,3XX ROBSON ST,Central Business District,491496.56,5458526.63
Theft from Vehicle,2016,12,1,12.0,0.0,13XX ALBERNI ST,West End,490701.44,5459483.77
Theft from Vehicle,2016,5,30,22.0,0.0,13XX ALBERNI ST,West End,490700.65,5459484.51
Theft from Vehicle,2016,3,19,21.0,0.0,13XX ALBERNI ST,West End,490700.65,5459484.51
Theft from Vehicle,2016,3,16,19.0,0.0,10XX E 33RD AVE,Kensington-Cedar Cottage,493929.51,5454172.39
Theft of Bicycle,2016,7,14,14.0,0.0,7XX DUNSMUIR ST,Central Business District,491485.39,5459049.95
Theft of Bicycle,2016,5,19,17.0,30.0,7XX DUNSMUIR ST,Central Business District,491511.64,5459023.68
Mischief,2016,6,2,22.0,53.0,25XX KINGSWAY AVE,Renfrew-Collingwood,496081.12,5454121.24
Other Theft,2016,8,9,16.0,50.0,7XX GRANVILLE ST,Central Business District,491292.79,5458742.31
Theft from Vehicle,2016,6,23,11.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft of Bicycle,2016,7,28,18.0,0.0,7XX E 10TH AVE,Mount Pleasant,493617.4,5456523.32
Theft of Bicycle,2016,9,25,18.0,0.0,7XX E 11TH AVE,Mount Pleasant,493569.18,5456426.77
Theft from Vehicle,2016,10,14,21.0,0.0,10XX W 72ND AVE,Marpole,490440.27,5450330.11
Theft of Bicycle,2016,4,6,0.0,0.0,7XX E 12TH AVE,Mount Pleasant,493533.94,5456338.11
Theft of Bicycle,2016,4,21,15.0,0.0,7XX E 12TH AVE,Mount Pleasant,493579.05,5456328.49
Theft of Bicycle,2016,7,27,11.0,0.0,7XX E 12TH AVE,Mount Pleasant,493579.05,5456328.49
Other Theft,2016,7,12,19.0,1.0,3XX ROBSON ST,Central Business District,491498.95,5458524.14
Other Theft,2016,9,13,9.0,56.0,3XX ROBSON ST,Central Business District,491498.95,5458524.14
Theft from Vehicle,2016,8,10,4.0,0.0,13XX ALBERNI ST,West End,490672.8,5459511.08
Theft from Vehicle,2016,1,21,19.0,30.0,13XX ALBERNI ST,West End,490667.23,5459516.39
Other Theft,2016,5,20,11.0,47.0,3XX ROBSON ST,Central Business District,491537.38,5458484.03
Theft from Vehicle,2016,7,1,13.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft of Bicycle,2016,8,27,2.0,0.0,7XX E 6TH AVE,Mount Pleasant,493538.74,5456948.07
Theft of Bicycle,2016,5,7,19.0,0.0,7XX E 15TH AVE,Mount Pleasant,493564.04,5456048.11
Theft of Bicycle,2016,6,13,22.0,0.0,7XX E 15TH AVE,Mount Pleasant,493588.27,5456046.62
Theft from Vehicle,2016,8,15,16.0,30.0,12XX W PENDER ST,Central Business District,491021.55,5459527.91
Theft of Bicycle,2016,3,13,21.0,0.0,7XX E 17TH AVE,Kensington-Cedar Cottage,493481.72,5455861.56
Theft from Vehicle,2016,1,13,18.0,45.0,12XX W PENDER ST,Central Business District,491021.55,5459527.91
Theft from Vehicle,2016,9,26,8.0,30.0,12XX W PENDER ST,Central Business District,491006.01,5459525.08
Theft from Vehicle,2016,8,9,6.0,30.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft of Bicycle,2016,9,30,16.0,0.0,7XX E 21ST AVE,Kensington-Cedar Cottage,493605.0,5455454.91
Theft of Bicycle,2016,10,13,10.0,53.0,7XX E 22ND AVE,Kensington-Cedar Cottage,493507.3,5455367.06
Theft from Vehicle,2016,8,17,7.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft of Bicycle,2016,3,14,17.0,0.0,7XX E 26TH AVE,Kensington-Cedar Cottage,493459.22,5454980.64
Theft of Bicycle,2016,7,13,19.0,30.0,7XX E 26TH AVE,Kensington-Cedar Cottage,493459.22,5454980.64
Theft from Vehicle,2016,8,17,12.0,20.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,9,28,10.0,30.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,8,19,23.0,40.0,12XX W HASTINGS ST,Central Business District,491064.38,5459576.87
Theft from Vehicle,2016,12,20,23.0,0.0,12XX W HASTINGS ST,Central Business District,491063.37,5459567.26
Theft from Vehicle,2016,5,11,14.0,40.0,12XX W HASTINGS ST,Central Business District,491063.37,5459567.26
Theft from Vehicle,2016,10,24,19.0,0.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Theft from Vehicle,2016,11,10,8.0,45.0,7XX SEYMOUR ST,Central Business District,491387.01,5458703.99
Other Theft,2016,2,4,1.0,39.0,3XX ROBSON ST,Central Business District,491553.5,5458467.21
Theft of Bicycle,2016,1,13,13.0,7.0,7XX E HASTINGS ST,Strathcona,493604.81,5458715.12
Theft of Bicycle,2016,7,22,21.0,0.0,7XX E HASTINGS ST,Strathcona,493604.81,5458715.12
Other Theft,2016,2,4,8.0,0.0,3XX ROBSON ST,Central Business District,491553.5,5458467.21
Theft of Bicycle,2016,8,8,18.0,0.0,7XX E GEORGIA ST,Strathcona,493529.53,5458402.65
Other Theft,2016,3,10,8.0,26.0,3XX ROBSON ST,Central Business District,491553.5,5458467.21
Theft of Bicycle,2016,7,4,22.0,30.0,7XX E GEORGIA ST,Strathcona,493584.03,5458401.96
Theft from Vehicle,2016,6,6,3.0,28.0,12XX W HASTINGS ST,Central Business District,491061.53,5459578.2
Theft from Vehicle,2016,2,18,17.0,30.0,12XX W HASTINGS ST,Central Business District,491061.53,5459578.2
Other Theft,2016,3,11,12.0,4.0,3XX ROBSON ST,Central Business District,491553.5,5458467.21
Theft from Vehicle,2016,10,24,23.0,45.0,12XX W HASTINGS ST,Central Business District,491023.49,5459585.81
